SMILES	MolWt	LogP	HBD	HBA	RotatableBonds	TPSA	Volume	LipinskiViolations	NumAtoms
Cc1cccc(C)c1/C=C/n1cnc2c(Nc3ccc(P(C)(C)=O)cc3)nc(C3CCCC3)nc21	485.57	6.72	1	6	6	72.7	292.31	1	35
COc1cc(NC(=O)/C=C/CN2CCOCC2)cc2c(Nc3cccc(Br)c3)ccnc12	497.39	4.58	2	6	7	75.72	298.86	0	32
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(OCc4cccc(F)c4)cc3)ncnc2cc1O[C@H]1CCOC1	557.63	5.32	2	8	11	97.84	335.69	2	41
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCCCCCC(=O)O)nc21	435.31	4.36	2	6	8	97.11	261.5	0	29
N=C(N)NCCC[C@@H]1NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O	1712.02	-0.22	30	15	30	679.45	1030.66	3	125
COc1cc2c(N3CCN(/C(S)=N\Cc4ccccc4)CC3)ncnc2cc1C	407.54	3.55	1	5	4	53.85	245.29	0	29
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1	464.83	5.55	3	4	5	92.35	279.57	1	32
Cc1ccc(C(=O)Nc2ccc(CN3CCCCC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc3[nH]ncc3c2)nn1	560.58	5.77	2	7	6	104.62	337.49	2	41
COC(=O)CCCc1c(SSc2[nH]c3ccccc3c2CCCC(=O)OC)[nH]c2ccccc12	496.65	6.44	2	6	11	84.18	298.88	1	34
COc1cc(-c2ccc3c(c2)Nc2ccc(C(C)(C)C(=O)Nc4ccc(N5CCOCC5)cc4)cc2NC3=O)ccc1N	577.69	6.01	4	7	6	117.95	347.75	2	43
Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2[C@H]1CCOC1	315.31	1.88	2	7	2	99.08	189.83	0	23
COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1	427.29	5.05	1	6	4	69.04	256.67	1	29
COc1cc2ncnc(Nc3cccc(C(=O)NC45CC6CC(CC(C6)C4)C5)c3)c2cc1OCCCN1CCOCC1	571.72	5.18	2	8	10	97.84	344.17	2	42
OB(O)c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1	299.53	1.71	3	5	3	78.27	180.16	0	21
COc1c(Br)cc(/C=C2\C(=O)Nc3ccc(Cl)cc32)cc1C(C)(C)C	420.73	5.9	1	2	2	38.33	252.43	1	25
Oc1ccc(-c2nnc(Cc3nc4ccccc4[nH]3)o2)cc1	292.3	2.91	2	5	3	87.83	175.96	0	22
N#C/C(=C\c1cc(CSc2ccccc2)c(O)c(OCc2ccccc2)c1)C(N)=O	416.5	4.66	2	5	8	96.34	250.67	0	30
Cn1cnc(NCc2ccncc2)c1-c1nnc(Nc2ccc(OC(F)(F)Cl)cc2)o1	447.83	4.39	2	9	8	102.92	269.34	0	31
CNc1cccnc1C#CCN(c1cc(OC)cc(OC)c1)c1ccc2ncc(-c3cnn(C)c3)nc2c1	505.58	4.67	1	9	7	90.22	304.35	1	38
O=C(Nc1ccc(Oc2ncnc3sccc23)cc1)Nc1cccc(Br)c1	441.31	5.89	2	5	4	76.14	265.06	1	27
Cc1cccc(C)c1-c1cc(C)c2nc(Nc3cccc(C(=O)NCCCN4CCN(C)CC4)c3)nnc2c1	523.69	4.73	2	7	8	86.28	315.24	1	39
COc1cc(OC)cc(N(CCCN2CCC(F)(F)C2)c2ccc3ncc(-c4cn[nH]c4)nc3c2)c1.Cl	531.01	5.33	1	7	9	79.4	319.4	2	37
COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(N)cc4)nc32)CC1	437.5	2.32	1	9	3	111.63	263.38	0	32
c1cc(Nc2ncnc3[nH]ccc23)cc(-c2nc3ccccc3s2)c1	343.42	4.98	2	5	3	66.49	206.68	0	25
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1	485.95	4.39	2	7	8	88.61	292.27	0	34
COc1ccc(-c2nc3ccccn3c2-c2ccnc(Nc3cccc(CN4CCN(C)CC4)c3C)n2)cc1C(=O)Nc1c(F)cccc1F	674.76	6.8	2	9	9	99.92	406.2	2	50
C/C=C/C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccc(F)cc4F)cc3)c(C(N)=O)c2N)C1	481.5	4.04	2	6	6	116.47	289.88	0	35
CC(C)C/C=C/C(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1	532.64	7.24	3	6	10	100.28	320.63	2	40
Oc1ccc([C@@H]2C[C@@H](c3c(O)cc(O)c4c3O[C@H](c3ccc(O)cc3)[C@@H](O)C4)c3c(O)cc(O)cc3O2)cc1	530.53	4.61	7	9	3	160.07	319.37	2	39
COc1cc2c(Nc3ccc(-c4nc5ccccc5s4)c(OC)c3)ncnc2cc1OCCCN1CCN(C)CC1	570.72	5.68	1	10	10	84.87	343.52	2	41
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C=C/CN(C)C)c2)n1	552.08	4.48	2	9	10	95.09	332.07	1	39
C=CC(=O)Nc1cc(Nc2nccc(-c3c[nH]c4ccccc34)n2)c(OC)cc1N1CCN(C)CC1	483.58	4.25	3	7	7	98.41	291.11	0	36
CC(C)(O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21	547.97	5.92	3	7	9	101.3	329.61	2	38
NC(=O)C1CCN(Cc2ccc(-c3cc4ncnc(Nc5ccc6[nH]ccc6c5)c4s3)cc2)CC1	482.61	5.28	3	6	6	99.93	290.48	1	35
C=CC(=O)Nc1cc2c(cc1OCCNC(=O)CN(C)C)NCN=C2Nc1ccc(Br)cc1F	533.4	3.01	4	7	9	107.09	320.56	1	34
CO[C@H]1CN(c2ccc(C(=O)Nc3ccc(OC(F)(F)F)cc3)cc2-c2cncs2)C[C@@H]1O	479.48	4.16	2	7	6	83.92	288.62	0	33
Cc1cc(F)ccc1-c1cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc2cc1C	457.55	5.67	1	6	7	63.17	275.44	1	34
O=S(=O)(Nc1ncccn1)c1ccc(Nc2nncc3ccccc23)cc1	378.42	2.96	2	7	5	109.76	227.76	0	27
C=CC(=O)Nc1cc2c(Nc3cc(OC)c(Cl)cc3OC)ncnc2cc1OCCNC(C)=O	485.93	3.68	3	8	10	123.7	292.26	0	34
CCOC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1c(C)nn(-c2ccccc2)c1Cl	503.99	4.57	1	8	5	103.34	303.12	1	36
COc1cc2cc3ncc(C#N)c(Nc4ccc(Cl)cc4Cl)c3cc2cc1OCCN1CCOCC1	523.42	6.03	1	7	7	79.64	314.53	2	36
Nc1nccc(/C=C/c2[nH]ncc2-c2ccccc2)n1	263.3	2.62	2	4	3	80.48	158.5	0	20
COCC(=O)N1CCO[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)C1	573.51	3.33	2	9	6	136.97	345.29	1	41
COc1cccc(-c2ccc3c(c2)NC(=O)/C3=C\c2[nH]cc(C)c2CCC(=O)O)c1	402.45	4.51	3	3	6	91.42	242.26	0	30
CC(C)(C)NC(=O)/C=C/c1ccccc1	203.28	2.61	1	1	2	29.1	122.37	0	15
Brc1cccc(Nc2ncnc3cnc(NCCCn4ccnc4)cc23)c1	424.31	4.23	2	7	7	80.55	254.87	0	27
COc1cc2ncnc(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)c2cc1OC	451.53	3.79	1	7	6	89.05	271.82	0	33
Cc1ccc(C(=O)NC2CC2)cc1Nc1ncnn2cc(C(=O)c3ccccc3)c(C)c12	425.49	4.21	2	6	6	88.39	256.14	0	32
COc1cc2c(Oc3ccc(NC(=O)NN4C(=O)CSC4c4c(F)cccc4F)c(F)c3)ccnc2cc1OCCCN1CCCC1	667.71	6.63	2	8	11	105.26	401.93	2	47
Cc1nc(Nc2ncc(C(=O)Nc3c(C)ccnc3C)s2)cc(N2CCN(CCO)CC2)n1	468.59	2.36	3	10	7	119.4	282.05	0	33
Cc1ncc(C#N)c(Nc2ccc(OCc3ccccn3)c(Cl)c2)c1/C=C/c1cccc(NC(=O)/C=C/CN(C)C)c1	579.1	6.86	2	7	11	103.17	348.33	2	42
COc1cc2c(Oc3ccc(NS(=O)(=O)c4cc(F)ccc4F)cc3F)ccnc2cc1OCCCN1CCCC(C)C1	615.67	6.75	1	7	11	89.99	370.6	2	43
CNCc1ccccc1-c1ccc(C(C)Nc2nc(C)nc3cnc(OCC4CCNC(=O)C4)cc23)s1	516.67	4.86	3	8	9	101.06	310.98	1	37
CN1CCN(Cc2cc(NC(=O)c3ccc4c(c3)CN(c3ccccc3)CC4)cc(C(F)(F)F)c2)CC1	508.59	5.27	1	4	5	38.82	306.17	2	37
COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(Nc2cccc(C(=O)Oc3ccc(F)cc3)c2)n1	591.04	5.65	2	9	8	108.92	355.53	2	42
C=CC(=O)Nc1ccc2ncnc(Nc3ccccc3CC)c2c1	318.38	4.06	2	4	5	66.91	191.66	0	24
CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(C(=O)N4CCC(O)CC4)c(C)[nH]c3c2)ncc1Cl	534.02	4.36	5	7	6	135.27	321.2	1	38
CC[C@H](C)[C@H](N)C1=N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@H]2CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@@H](Cc3ccccc3)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CCCN)NC2=O)[C@@H](C)CC)CS1	1422.72	-1.68	17	19	31	530.87	856.48	3	100
COc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OC[C@@H]1CN2CCC[C@H]2C(=O)N1	550.82	4.28	2	7	6	88.61	330.76	1	34
CC(C)(C)c1cc(NC(=O)Nc2ccc(Oc3ccnc(Nc4ccc5c(c4)COC5)n3)c3ccccc23)n(-c2ccc(OCCN3CCOCC3)cc2)n1	740.86	8.03	3	11	11	136.92	445.99	3	55
CCCCCCCCCCCCCCCCCCCCOC(=O)COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1	592.82	10.13	1	6	23	85.97	356.85	2	43
c1nc(N2CCC3(CCCNC3)CC2)c2nc[nH]c2n1	272.36	1.32	2	5	1	69.73	163.96	0	20
C#Cc1cccc(Nc2nc(N)nc3[nH]c(CCc4ccccn4)cc23)c1	354.42	3.45	3	5	5	92.51	213.35	0	27
O=C1CSC(N/N=C/c2cccc([N+](=O)[O-])c2)=N1	264.27	1.15	1	6	3	96.96	159.06	0	18
FC(F)(F)c1ccc(-n2cnnc2SCc2nc(COc3c(Cl)cccc3Cl)no2)cc1	502.31	5.85	0	8	7	78.86	301.81	2	32
COc1cc(Br)cc(-c2nn(C(C)C)c3ncnc(N)c23)c1	362.23	3.43	1	6	3	78.85	217.5	0	22
COc1cc(OC)cc(N(CCNC(=O)C2CC2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1	472.55	3.71	1	8	9	94.4	284.47	0	35
Nc1ccc(-c2n[nH]c3cc(-c4ccc(O)cc4)ccc23)cc1	301.35	4.18	3	3	2	74.93	181.4	0	23
CO[C@@H]1CN(c2ncc(C(=O)Nc3ccc(OC(F)(F)F)cc3)cc2-c2cncnc2)C[C@H]1O	475.43	2.89	2	8	6	109.7	286.23	0	34
CCN1CCN(Cc2ccc(-c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)cc2)CC1	440.6	4.94	2	5	7	60.08	265.22	0	33
O=C(NCc1ccccc1)c1cc2cc(O)c(O)cc2cn1	294.31	2.58	3	4	3	82.45	177.17	0	22
Cc1ccc(C(=O)Nc2ccon2)cc1Nc1ncnc2c1cnn2-c1ccccc1	411.43	4.11	2	8	5	110.76	247.68	0	31
CNS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCC(N)=O)CCCC3)C(=O)N2	428.51	1.71	4	4	6	134.15	257.92	0	30
CC(C)(C)c1cc(NC(=O)Nc2ccc(Nc3ncnc4c3OCCCN4)cc2)no1	423.48	4.34	4	8	4	126.23	254.94	0	31
O=C(Nc1nc2ccc(-c3cncnc3C(F)(F)F)cc2s1)[C@@H]1C[C@@H]1F	382.34	4.07	1	5	3	67.77	230.15	0	26
C=CC(=O)N1CC(N2C=C(C#Cc3cc(OC)cc(OC)c3)C3C(N)=NC=NC32)C1	405.46	0.99	1	7	4	92.75	244.08	0	30
OCCOc1n[nH]c2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12	412.84	3.1	3	8	8	118.07	248.26	0	29
Cc1noc(NCc2ccncc2)c1C(=O)Nc1ccc(C(C)(C)C)cc1	364.45	4.54	2	5	5	80.05	219.39	0	27
CCC(=O)N1CC[C@H](N2C(=O)N(c3cccc(OC)c3Cl)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1	619.17	4.9	1	8	7	97.38	372.46	1	44
COc1ccc(/C=N\Nc2nc(-c3nc4ccccc4n3C)cs2)cc1OC	393.47	4.16	1	8	6	73.56	236.82	0	28
C=C(C#N)C(=O)Nc1cccc(C)c1Nc1ncc(OCc2c(Cl)c(OC)cc(OC)c2Cl)cn1	514.37	5.45	2	8	9	118.39	309.09	2	35
COc1cc2ncnc(N3CCN(C(=O)Nc4ccc(Cc5ccccc5)cc4)CC3)c2cc1OC	483.57	4.59	1	6	6	79.82	291.1	0	36
C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)OC	504.32	4.13	3	7	8	114.47	303.05	1	32
COc1cc2c(Nc3ccc(NC(=O)Nc4ccc(C)c(C)c4)cc3)ncnc2cc1OCCCN1CCN(C)CC1	569.71	5.66	3	8	10	103.88	342.96	2	42
Cc1nc(-c2cnc(NC3CCOCC3)[nH]c2=O)ccc1Oc1ccnc(-c2cnn(C)c2)c1	459.51	3.32	2	9	6	119.84	276.63	0	34
CCN(CC)CCOc1ccc(C)c(-c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C)c1C	479.63	4.53	3	7	8	118.29	288.74	0	35
C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN1CCOCC1	553.67	4.44	2	9	10	96.78	333.3	1	41
COc1cc2cc3c(Nc4cc(OC)c(OC)c(OC)c4)c(C#N)cnc3cc2cc1OCCN1CCN(C)CC1	557.65	4.66	1	10	10	101.34	335.7	1	41
COc1ccc2c(c1)CCc1c-2c2c(c3c4ccccc4n(CCO)c13)CNC2=O	398.46	3.8	2	4	3	63.49	239.86	0	30
COc1cc2c(Oc3ccc(NC(=O)N/N=C/c4ccc(F)cc4F)cc3F)ccnc2cc1OCCCN1CCC(C)CC1	621.66	7.11	2	7	11	97.31	374.25	2	45
N#CN1CCC[C@@H](n2nc(-c3ccc(Oc4ncc(Cl)cc4F)cc3)c(C(N)=O)c2N)C1	455.88	3.33	2	8	5	136.08	274.17	0	32
CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCC(N(C)C)CC5)c(C)c4)nc32)C1	630.77	5.16	1	8	8	97.38	379.73	2	46
CC1(C)CC[C@]2(C(=O)OCCCCO[N+](=O)[O-])CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OCc6ccccc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1	663.94	9.91	0	6	10	87.9	399.67	2	48
O=C(Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccc4c(c3)CCNC4)n2)c1)c1c(F)cccc1F	579.64	6.44	3	8	6	96.24	348.89	2	42
COc1cc(OC)cc(N(CCNS(C)(=O)=O)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1	482.57	2.73	1	9	9	111.47	290.47	0	34
FC(F)(F)Oc1ccc(-n2cc(-c3ccccc3NCc3ccncc3)nn2)cc1	411.39	4.84	1	6	6	64.86	247.67	0	30
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CCC1	404.3	5.87	1	5	6	56.27	242.82	1	27
CCN(c1ccc(OC)cc1)c1nc(C)nc2oc(C)cc12	297.36	4.01	0	5	4	51.39	179.0	0	22
O=C(/C=C/CN1CCCCC1)N1CCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc21	481.96	4.93	1	6	5	70.59	289.86	0	34
CCOc1ccc2cc(-c3nn(C(C)(C)CO)c(N)c3C(N)=O)ccc2c1	368.44	2.51	3	6	6	116.39	221.8	0	27
O=C(Nc1ccc(Oc2ccccc2)cc1)N1CCN(c2ncnc3cc([N+](=O)[O-])ccc23)CC1	470.49	4.68	1	7	5	113.73	283.24	0	35
COc1cc2cc(C#Cc3ccccc3)cnc2cc1OC	289.33	3.65	0	3	2	31.35	174.16	0	22
C=CC(=O)NCc1ccc(-n2nc3c(=O)[nH]nc(N)c3c2-c2oc3ccc(C)cc3c2C)cc1	454.49	3.52	3	7	5	131.83	273.6	0	34
Cc1n[nH]c2ccc(-c3cc(N[C@@H](CO)c4ccccc4)cnc3-c3ccc(F)cc3O)cc12	454.51	5.59	4	5	6	94.06	273.6	1	34
CC(CCO)n1nc(-c2ccc3nc(OC4CC4)ccc3c2)c(C(N)=O)c1N	381.44	2.26	3	7	7	129.28	229.63	0	28
Cc1nc2cc3nc(-c4cccs4)cnc3cc2n1C	280.36	3.55	0	5	1	43.6	168.72	0	20
C=CC(=O)Nc1cc(CCCN(C)C)ccc1Nc1cc(N(C)C(=O)Nc2c(Cl)c(OC)cc(OC)c2Cl)ncn1	602.52	5.83	3	8	12	120.95	362.17	2	41
C=CC(=O)N[C@H]1CCN(c2nc(Nc3ccccc3)nc3cnc(Nc4ccc(N5CCN(C)CC5)cn4)cc23)C1	550.67	3.54	3	10	8	114.44	331.5	1	41
Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCCCC2)n1	337.4	4.23	1	5	3	69.62	203.11	0	25
CN1CCN(Cc2ccc(C(=O)Nc3ccc(-c4cncc(C#N)c4Nc4ccc(OCc5ccccn5)c(Cl)c4)cc3)cc2)CC1	644.18	6.99	2	8	10	106.41	387.5	2	47
CC1(C)CC[C@]2(C(=O)OCCCCO[N+](=O)[O-])CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)/C=C/c6ccc7c(c6)OCO7)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1	747.97	9.67	0	9	10	123.43	450.26	2	54
COc1cc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2cc1NC(=O)CC1CCSS1	533.68	6.67	2	9	8	98.26	321.18	2	37
COc1cc2c(Nc3ccc(NC(=O)Nc4ccc(C)c(C)c4)cc3)ncnc2cc1OCc1ccccc1	519.61	7.22	3	6	8	97.4	312.79	2	39
CC(C)n1nc(-c2ccc3c(ccn3C)c2)c2c(N)ncnc21.Cl	342.83	3.57	1	6	2	74.55	206.11	0	24
Fc1ccc2c(-c3nc4cc(N5CCC(N6CCCCC6)CC5)ccc4[nH]3)[nH]nc2c1	418.52	4.7	2	4	3	63.84	251.94	0	31
O=C(NCc1ccc(-c2cc(NC(=O)c3ccc(OCCN4CCOCC4)cc3)[nH]n2)cc1)OCc1ccccc1	555.64	4.47	3	7	11	117.81	334.49	1	41
O=C(Nc1ccc(OC(F)(F)F)cc1)c1cnc(N2CCCC(O)C2)c(-c2cncnc2)c1	459.43	3.65	2	7	5	100.47	276.6	0	33
CC(C)n1nc(-c2cc3ccccc3[nH]2)c2c(N)ncnc21.Cl	328.81	3.56	2	5	2	85.41	197.66	0	23
CC1C/C(=C\c2ccc3ncsc3c2)C(=O)O1	245.3	3.02	0	4	1	39.19	147.62	0	17
CC(NC(=O)c1ccc2[nH]nc(-c3ccncc3)c2c1)c1cccc(Cl)c1	376.85	4.77	2	3	4	70.67	226.57	0	27
NC(=O)C[C@H](N)C(=O)NCc1cc(C(=O)O)c(Nc2ccc(I)cc2F)c(F)c1F	536.25	1.97	5	5	8	147.54	322.9	1	30
O=C(c1cc2ccccc2[nH]1)c1cc2cc(O)ccc2[nH]1	276.3	3.59	3	2	2	68.88	166.32	0	21
CN(c1ccccc1)c1ncnc2ccc(Cl)cc12	269.74	4.05	0	3	2	29.02	162.09	0	19
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(-c2ccncc2)cs1	510.41	6.79	1	8	7	82.05	306.66	2	34
Brc1cccc(Nc2ncnc3cc(NCCCn4ccnc4)ncc23)c1	424.31	4.23	2	7	7	80.55	254.87	0	27
Nc1ccc(-c2cc(=O)c3c(O)ccc(N)c3o2)cc1	268.27	2.33	3	5	1	102.48	161.5	0	20
Nc1nc(Nc2ccc(F)c(C(F)(F)F)c2)c2cc(CCc3ccccn3)[nH]c2n1	416.38	4.62	3	5	5	92.51	250.69	0	30
COc1ccc(Nc2ncnc3ccncc23)c(N)c1	267.29	2.36	2	6	3	85.95	160.91	0	20
COc1ccc(-c2cc3c(N[C@H](C)c4ccccc4)ncnc3o2)cc1	345.4	5.07	1	5	5	60.18	207.92	1	26
O=C(Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1)C1CCC2(CC1)OOC1(O2)C2CC3CC(C2)CC1C3	561.08	6.98	2	7	4	94.6	337.48	2	40
Cc1ccc(/C=N\Nc2nc(-c3nc4ccccc4n3C)cs2)o1	337.41	4.04	1	7	4	68.24	203.07	0	24
CN(C)C/C=C/C(=O)NC1CCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)CC1	511.63	4.59	2	8	8	111.19	307.99	1	38
Cc1cc(Nc2ncnc3cc(O)c(NC(=O)/C=C/[C@H]4CCCN4C)cc23)ccc1Oc1cc2nccn2cn1	536.6	4.81	3	10	7	129.8	323.03	1	40
CCCCN(CCCC)C(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(C)=O)C(C)C	584.65	2.28	5	6	17	174.37	351.99	1	40
Cc1ccc(C2=NN(C(N)=S)C(c3ccccc3Br)C2)cc1C	388.33	4.46	1	2	2	41.62	233.16	0	23
Cc1nnc(-c2ccc(-c3cc(NC(=O)c4ccc(CN5CCN(C)CC5)cc4)ccc3C)c(C)c2)o1	495.63	5.33	1	6	6	74.5	298.35	1	37
COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCc1ccsc1	415.88	5.82	1	6	6	56.27	250.03	1	28
Cc1cccc(Nc2ncnc3ccccc23)c1	235.29	3.68	1	3	2	37.81	141.63	0	18
COc1cc(OC)cc(N(CCC2CCNCC2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1	472.59	4.58	1	8	8	77.33	284.49	0	35
N#Cc1ccc(-c2cc(C(=O)Nc3ccc(OC(F)(F)Cl)cc3)cnc2N2C[C@H](O)[C@@H](O)C2)[nH]1	489.87	2.91	4	7	6	134.5	294.64	0	34
COc1cc(Nc2c(C#N)cnc3cc(-c4cccc(CN5CCN(C)CC5)c4)ccc23)c(Cl)cc1Cl	532.48	6.58	1	6	6	64.42	319.98	2	37
COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCN(C)CC1	526.64	4.65	2	8	10	91.85	317.03	1	39
COc1cc(N2CCC(N3CCC[C@H](O)C3)CC2)ccc1Nc1nccc(-c2c(-c3cccc(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1	730.82	7.17	3	10	9	120.15	439.95	2	54
O=C(CCl)OCCn1c(=O)oc2cc3ncnc(Nc4ccc(N5CCOCC5)c(Cl)c4)c3cc21	518.36	3.55	1	10	7	111.72	311.5	1	35
CCN(CC)CCOc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(CC)c3n2)cc1	526.47	6.25	1	7	10	72.28	316.37	2	36
CCC1(C)CN(C)CC(COc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3cc2OC)O1	491.42	5.57	1	7	7	68.74	295.27	1	33
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCc1cn(Cc2ccc(OC)cc2)nn1	559.99	5.52	2	9	10	116.08	336.84	2	40
CN(C)CCN1Cc2cc3c(Nc4cccc(Br)c4)ncnc3cc21	398.31	4.02	1	5	5	44.29	239.21	0	25
Cn1cc(-c2cnc3c(-c4csc(C(=O)N[C@@H]5CCCC[C@@H]5N)c4)cnn3c2)cn1	421.53	2.86	2	8	4	103.13	253.72	0	30
COc1cc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2cc1NC(=O)C1CSSC1	519.65	6.14	2	9	7	98.26	312.73	2	36
O=C(CCCN1Cc2cc3c(Nc4cccc(Br)c4)ncnc3cc21)N1CCOCC1	482.38	4.09	1	6	6	70.59	289.83	0	31
NCCCC[C@@H]1NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O	1571.95	4.11	20	15	30	500.05	946.31	3	115
C=CC(=O)Nc1cccc(-n2c(=O)n(Cc3ccccc3)c(=O)c3cnc(Nc4ccc(N5CCC(N(C)C)CC5)cc4OC)nc32)c1	646.75	4.4	2	11	10	126.62	389.34	2	48
CCOCCOc1cc2c(ccn2C(=O)NC)cc1Oc1ccnc(NC(=O)c2ccc(CN3CC[C@@H](O)C3)cc2)c1	573.65	4.25	3	9	11	127.18	345.34	1	42
COCCOc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CN(C)CCO1	493.39	4.41	1	8	9	77.97	296.47	0	33
Nc1ncnc2c1ncn2CC(=O)c1ccccc1	253.26	1.29	1	6	3	86.69	152.47	0	19
CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1	560.65	5.03	3	6	7	85.52	337.51	2	41
CSc1nc(-c2ccc(F)cc2)c(-c2ccnc3[nH]c(-c4ccccc4)cc23)[nH]1	400.48	6.15	2	3	4	57.36	241.03	1	29
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccccc32)c1C	380.49	3.2	3	3	7	77.23	229.05	0	28
Cc1nc2cc(-n3ncc(C(=O)c4cc5c(OC(C)C)cccc5[nH]4)c3N)ccc2[nH]1	414.47	4.14	3	6	5	114.61	249.51	0	31
