MolWt,LogP,HBD,HBA,RotatableBonds,TPSA,Volume,LipinskiViolations,NumAtoms,pIC50
577.51,-0.01,9,11,3,243.83,347.68,3,42,3.698970004
593.47,6.91,3,7,10,117.71,356.71,2,41,5.0
434.46,3.89,0,8,4,79.24,261.54,0,33,4.698970004
383.4,3.18,1,8,7,83.96,230.81,0,28,6.796151536
361.43,4.92,1,6,5,64.11,217.52,0,26,7.698970004
445.77,6.46,2,5,5,49.84,267.46,1,26,5.823908741
576.73,3.62,2,10,7,131.5,347.15,1,41,5.496209317
492.91,3.79,1,8,6,77.97,296.47,0,34,7.301029996
301.15,3.53,1,4,2,50.7,180.72,0,18,6.162411562
365.82,4.69,2,5,5,71.18,219.94,0,26,6.229884705
491.35,5.38,1,6,6,76.58,295.24,1,33,8.886056648
382.46,2.8,3,6,7,116.39,230.24,0,28,5.200659451
410.28,3.91,3,6,6,91.41,246.42,0,26,9.040005162
531.4,5.73,3,7,8,117.71,319.35,2,36,5.132532512
466.5,4.76,3,5,7,109.42,280.82,0,35,7.89279003
408.41,3.33,2,9,7,119.48,245.87,0,30,7.698970004
582.71,3.9,3,10,9,127.43,350.79,1,43,8.060480747
590.77,8.59,2,6,7,68.06,355.53,2,42,4.0
486.55,4.41,2,7,6,92.27,292.9,0,36,5.705533774
485.57,6.72,1,6,6,72.7,292.31,1,35,7.490797478
497.39,4.58,2,6,7,75.72,298.86,0,32,5.268411235
557.63,5.32,2,8,11,97.84,335.69,2,41,6.873219423
435.31,4.36,2,6,8,97.11,261.5,0,29,6.0
1712.02,-0.22,30,15,30,679.45,1030.66,3,125,5.508638306
407.54,3.55,1,5,4,53.85,245.29,0,29,5.812479279
464.83,5.55,3,4,5,92.35,279.57,1,32,8.0
560.58,5.77,2,7,6,104.62,337.49,2,41,6.565431096
496.65,6.44,2,6,11,84.18,298.88,1,34,4.0
577.69,6.01,4,7,6,117.95,347.75,2,43,5.0
315.31,1.88,2,7,2,99.08,189.83,0,23,7.677780705
427.29,5.05,1,6,4,69.04,256.67,1,29,6.657577319
571.72,5.18,2,8,10,97.84,344.17,2,42,7.93930216
299.53,1.71,3,5,3,78.27,180.16,0,21,6.187086643
420.73,5.9,1,2,2,38.33,252.43,1,25,4.0
292.3,2.91,2,5,3,87.83,175.96,0,22,4.0
416.5,4.66,2,5,8,96.34,250.67,0,30,6.096910013
447.83,4.39,2,9,8,102.92,269.34,0,31,6.337242168
505.58,4.67,1,9,7,90.22,304.35,1,38,7.890084137
441.31,5.89,2,5,4,76.14,265.06,1,27,5.966576245
523.69,4.73,2,7,8,86.28,315.24,1,39,7.562249437
531.01,5.33,1,7,9,79.4,319.4,2,37,8.100015437
437.5,2.32,1,9,3,111.63,263.38,0,32,4.301029996
343.42,4.98,2,5,3,66.49,206.68,0,25,5.0
485.95,4.39,2,7,8,88.61,292.27,0,34,5.0
674.76,6.8,2,9,9,99.92,406.2,2,50,6.0
481.5,4.04,2,6,6,116.47,289.88,0,35,4.698970004
532.64,7.24,3,6,10,100.28,320.63,2,40,5.0
530.53,4.61,7,9,3,160.07,319.37,2,39,4.823908741
570.72,5.68,1,10,10,84.87,343.52,2,41,8.698970004
552.08,4.48,2,9,10,95.09,332.07,1,39,5.300162274
483.58,4.25,3,7,7,98.41,291.11,0,36,5.886056648
547.97,5.92,3,7,9,101.3,329.61,2,38,5.0
482.61,5.28,3,6,6,99.93,290.48,1,35,8.15490196
533.4,3.01,4,7,9,107.09,320.56,1,34,8.698970004
479.48,4.16,2,7,6,83.92,288.62,0,33,8.397940009
457.55,5.67,1,6,7,63.17,275.44,1,34,7.583359493
378.42,2.96,2,7,5,109.76,227.76,0,27,7.065501549
485.93,3.68,3,8,10,123.7,292.26,0,34,7.060480747
503.99,4.57,1,8,5,103.34,303.12,1,36,5.679853714
523.42,6.03,1,7,7,79.64,314.53,2,36,7.886056648
263.3,2.62,2,4,3,80.48,158.5,0,20,4.0
573.51,3.33,2,9,6,136.97,345.29,1,41,6.910094889
402.45,4.51,3,3,6,91.42,242.26,0,30,5.920818754
203.28,2.61,1,1,2,29.1,122.37,0,15,4.525055665
424.31,4.23,2,7,7,80.55,254.87,0,27,8.769551079
451.53,3.79,1,7,6,89.05,271.82,0,33,6.638272164
425.49,4.21,2,6,6,88.39,256.14,0,32,4.602059991
667.71,6.63,2,8,11,105.26,401.93,2,47,7.214670165
468.59,2.36,3,10,7,119.4,282.05,0,33,7.886056648
579.1,6.86,2,7,11,103.17,348.33,2,42,5.301029996
615.67,6.75,1,7,11,89.99,370.6,2,43,6.946921557
516.67,4.86,3,8,9,101.06,310.98,1,37,4.698970004
508.59,5.27,1,4,5,38.82,306.17,2,37,5.0
591.04,5.65,2,9,8,108.92,355.53,2,42,5.0
318.38,4.06,2,4,5,66.91,191.66,0,24,5.698970004
534.02,4.36,5,7,6,135.27,321.2,1,38,6.0
1422.72,-1.68,17,19,31,530.87,856.48,3,100,5.269459964
550.82,4.28,2,7,6,88.61,330.76,1,34,7.301029996
740.86,8.03,3,11,11,136.92,445.99,3,55,8.698970004
592.82,10.13,1,6,23,85.97,356.85,2,43,5.798876103
272.36,1.32,2,5,1,69.73,163.96,0,20,5.15490196
354.42,3.45,3,5,5,92.51,213.35,0,27,3.986741335
264.27,1.15,1,6,3,96.96,159.06,0,18,4.574955125
502.31,5.85,0,8,7,78.86,301.81,2,32,5.200659451
362.23,3.43,1,6,3,78.85,217.5,0,22,4.958607315
472.55,3.71,1,8,9,94.4,284.47,0,35,8.580044252
301.35,4.18,3,3,2,74.93,181.4,0,23,5.37675071
475.43,2.89,2,8,6,109.7,286.23,0,34,7.823908741
440.6,4.94,2,5,7,60.08,265.22,0,33,7.229147988
294.31,2.58,3,4,3,82.45,177.17,0,22,5.508638306
411.43,4.11,2,8,5,110.76,247.68,0,31,4.301029996
428.51,1.71,4,4,6,134.15,257.92,0,30,7.15490196
423.48,4.34,4,8,4,126.23,254.94,0,31,6.061480275
382.34,4.07,1,5,3,67.77,230.15,0,26,6.900802945
405.46,0.99,1,7,4,92.75,244.08,0,30,8.920818754
412.84,3.1,3,8,8,118.07,248.26,0,29,7.795880017
364.45,4.54,2,5,5,80.05,219.39,0,27,6.552841969
619.17,4.9,1,8,7,97.38,372.46,1,44,6.384049948
393.47,4.16,1,8,6,73.56,236.82,0,28,6.68174879
514.37,5.45,2,8,9,118.39,309.09,2,35,5.0
483.57,4.59,1,6,6,79.82,291.1,0,36,7.22184875
504.32,4.13,3,7,8,114.47,303.05,1,32,6.801342913
569.71,5.66,3,8,10,103.88,342.96,2,42,6.175223538
459.51,3.32,2,9,6,119.84,276.63,0,34,5.48148606
479.63,4.53,3,7,8,118.29,288.74,0,35,6.050609993
553.67,4.44,2,9,10,96.78,333.3,1,41,8.920818754
557.65,4.66,1,10,10,101.34,335.7,1,41,9.161150909
398.46,3.8,2,4,3,63.49,239.86,0,30,5.0
621.66,7.11,2,7,11,97.31,374.25,2,45,4.0
455.88,3.33,2,8,5,136.08,274.17,0,32,4.698970004
630.77,5.16,1,8,8,97.38,379.73,2,46,6.543633967
663.94,9.91,0,6,10,87.9,399.67,2,48,4.698970004
579.64,6.44,3,8,6,96.24,348.89,2,42,8.638272164
482.57,2.73,1,9,9,111.47,290.47,0,34,9.289967301
411.39,4.84,1,6,6,64.86,247.67,0,30,5.946921557
404.3,5.87,1,5,6,56.27,242.82,1,27,7.301029996
297.36,4.01,0,5,4,51.39,179.0,0,22,7.150580586
481.96,4.93,1,6,5,70.59,289.86,0,34,7.638272164
368.44,2.51,3,6,6,116.39,221.8,0,27,5.0
470.49,4.68,1,7,5,113.73,283.24,0,35,5.540607512
289.33,3.65,0,3,2,31.35,174.16,0,22,4.698970004
454.49,3.52,3,7,5,131.83,273.6,0,34,7.787812396
454.51,5.59,4,5,6,94.06,273.6,1,34,8.22184875
381.44,2.26,3,7,7,129.28,229.63,0,28,5.0
280.36,3.55,0,5,1,43.6,168.72,0,20,7.045757491
602.52,5.83,3,8,12,120.95,362.17,2,41,6.221125528
550.67,3.54,3,10,8,114.44,331.5,1,41,8.823908741
337.4,4.23,1,5,3,69.62,203.11,0,25,6.823908741
644.18,6.99,2,8,10,106.41,387.5,2,47,5.638272164
747.97,9.67,0,9,10,123.43,450.26,2,54,4.698970004
533.68,6.67,2,9,8,98.26,321.18,2,37,7.318758763
519.61,7.22,3,6,8,97.4,312.79,2,39,5.0
342.83,3.57,1,6,2,74.55,206.11,0,24,6.537602002
418.52,4.7,2,4,3,63.84,251.94,0,31,7.552841969
555.64,4.47,3,7,11,117.81,334.49,1,41,6.431798276
459.43,3.65,2,7,5,100.47,276.6,0,33,8.522878745
328.81,3.56,2,5,2,85.41,197.66,0,23,5.823908741
245.3,3.02,0,4,1,39.19,147.62,0,17,5.0
376.85,4.77,2,3,4,70.67,226.57,0,27,6.0
536.25,1.97,5,5,8,147.54,322.9,1,30,4.522878745
276.3,3.59,3,2,2,68.88,166.32,0,21,5.0
269.74,4.05,0,3,2,29.02,162.09,0,19,4.698970004
510.41,6.79,1,8,7,82.05,306.66,2,34,7.301029996
424.31,4.23,2,7,7,80.55,254.87,0,27,9.292429824
268.27,2.33,3,5,1,102.48,161.5,0,20,4.0
416.38,4.62,3,5,5,92.51,250.69,0,30,4.806875402
267.29,2.36,2,6,3,85.95,160.91,0,20,6.170001911
345.4,5.07,1,5,5,60.18,207.92,1,26,8.27572413
561.08,6.98,2,7,4,94.6,337.48,2,40,7.490125715
337.41,4.04,1,7,4,68.24,203.07,0,24,6.671987561
511.63,4.59,2,8,8,111.19,307.99,1,38,7.647238808
536.6,4.81,3,10,7,129.8,323.03,1,40,8.954677021
584.65,2.28,5,6,17,174.37,351.99,1,40,4.903089987
388.33,4.46,1,2,2,41.62,233.16,0,23,5.375717904
495.63,5.33,1,6,6,74.5,298.35,1,37,4.602059991
415.88,5.82,1,6,6,56.27,250.03,1,28,6.096910013
235.29,3.68,1,3,2,37.81,141.63,0,18,6.040958608
472.59,4.58,1,8,8,77.33,284.49,0,35,8.849857838
489.87,2.91,4,7,6,134.5,294.64,0,34,9.0
532.48,6.58,1,6,6,64.42,319.98,2,37,7.853871964
526.64,4.65,2,8,10,91.85,317.03,1,39,6.886056648
730.82,7.17,3,10,9,120.15,439.95,2,54,7.0
518.36,3.55,1,10,7,111.72,311.5,1,35,7.721246399
526.47,6.25,1,7,10,72.28,316.37,2,36,7.522878745
491.42,5.57,1,7,7,68.74,295.27,1,33,7.301029996
559.99,5.52,2,9,10,116.08,336.84,2,40,8.301029996
398.31,4.02,1,5,5,44.29,239.21,0,25,7.389978975
421.53,2.86,2,8,4,103.13,253.72,0,30,6.468521083
519.65,6.14,2,9,7,98.26,312.73,2,36,6.384049948
482.38,4.09,1,6,6,70.59,289.83,0,31,8.059981845
1571.95,4.11,20,15,30,500.05,946.31,3,115,4.328827157
646.75,4.4,2,11,10,126.62,389.34,2,48,8.920818754
573.65,4.25,3,9,11,127.18,345.34,1,42,8.050609993
493.39,4.41,1,8,9,77.97,296.47,0,33,7.301029996
253.26,1.29,1,6,3,86.69,152.47,0,19,4.124938737
560.65,5.03,3,6,7,85.52,337.51,2,41,5.0
400.48,6.15,2,3,4,57.36,241.03,1,29,6.542118103
380.49,3.2,3,3,7,77.23,229.05,0,28,7.769551079
414.47,4.14,3,6,5,114.61,249.51,0,31,7.040958608
654.22,5.99,4,9,11,117.76,393.55,2,47,6.91721463
583.63,5.2,2,11,9,131.69,351.35,3,43,7.063838259
603.17,5.28,1,7,7,88.15,362.82,2,43,7.539102157
458.45,5.06,1,6,2,82.51,275.99,1,34,8.455931956
366.42,4.36,3,3,2,83.8,220.57,0,28,6.325138859
507.99,4.58,2,6,4,91.21,305.52,1,37,6.365220542
350.24,3.6,2,5,4,58.04,210.23,0,20,7.443697499
476.58,3.15,2,9,7,86.22,286.9,0,35,6.131943638
656.63,1.7,7,7,17,234.45,395.32,2,46,5.638272164
557.65,5.01,3,8,8,117.95,335.7,2,41,7.494850022
362.82,3.55,2,6,8,93.21,218.14,0,25,7.568636236
487.63,4.37,2,9,7,103.33,293.5,0,35,7.295849483
334.38,3.87,2,5,6,76.14,201.29,0,25,5.0
352.4,4.06,3,3,2,83.8,212.13,0,27,6.696803943
460.58,5.2,1,7,7,79.64,277.26,1,34,7.886056648
345.19,4.51,1,4,3,67.6,207.24,0,23,4.478861916
259.26,2.41,4,4,4,89.79,156.07,0,19,4.698970004
385.4,4.22,2,4,2,71.32,232.01,0,29,5.0
315.37,5.07,0,3,3,31.35,189.83,1,24,4.698970004
422.49,3.93,2,7,5,111.03,254.34,0,31,5.48148606
415.56,6.03,1,4,5,54.88,250.1,1,30,5.262807357
314.19,4.44,1,3,2,37.81,188.57,0,19,5.0
453.55,5.58,1,6,5,84.15,273.02,1,34,4.602059991
487.92,5.34,2,6,6,89.03,293.45,1,35,7.040958608
521.58,3.32,2,9,8,149.78,314.0,1,38,5.0
444.72,5.18,3,4,5,82.7,266.88,1,27,5.0
851.98,7.07,2,12,12,146.53,512.85,3,61,6.0
334.39,2.49,3,8,3,120.56,201.3,0,25,6.096910013
367.41,4.08,2,4,2,71.32,221.17,0,28,7.173925197
531.58,5.29,2,4,4,64.26,320.01,2,39,8.173925197
342.4,3.99,1,4,4,59.81,206.11,0,26,5.0
515.5,6.17,2,7,6,97.62,310.34,2,38,4.585026652
503.53,5.07,5,5,9,128.37,303.13,2,37,8.0
513.56,2.92,1,10,8,134.32,309.17,1,38,6.025488307
448.49,2.69,2,10,8,119.32,270.0,0,33,6.698970004
532.74,4.89,3,7,7,98.31,320.7,1,39,5.15490196
313.33,4.07,0,4,4,40.58,188.62,0,23,4.698970004
509.05,5.09,0,8,8,68.54,306.17,2,36,8.599980365
397.89,5.29,1,6,3,56.27,239.2,1,27,5.0
674.76,7.27,2,9,9,99.92,406.2,2,50,7.0
480.01,5.2,0,7,9,65.3,288.68,1,34,6.40999458
352.53,6.09,0,4,3,9.86,212.11,1,24,4.301029996
433.9,5.82,1,4,7,77.17,260.92,1,31,4.0
865.02,8.26,2,12,14,143.29,520.7,3,62,6.0
292.17,4.65,1,1,3,29.1,175.31,0,19,4.79128998
428.28,4.45,1,7,4,81.93,257.27,0,29,6.26760624
506.39,5.15,2,7,5,88.91,304.23,2,32,9.070581074
544.61,4.75,1,10,10,107.33,327.85,1,40,8.920818754
477.44,4.57,3,6,7,82.18,286.86,0,32,4.522878745
527.67,4.42,4,7,12,109.41,317.65,1,39,7.0
224.26,2.52,1,2,1,34.03,135.0,0,17,4.0
412.29,5.41,1,5,6,67.17,247.63,1,26,6.379999358
439.52,5.3,3,6,6,95.07,264.59,1,33,7.251811973
454.51,3.29,1,8,5,106.22,273.58,0,32,5.906578315
295.35,1.92,3,6,2,88.99,177.8,0,22,5.573488739
348.36,2.97,2,6,5,110.26,209.71,0,26,5.110000065
395.42,4.48,3,3,3,95.08,238.03,0,30,7.173925197
446.51,3.18,2,7,5,87.16,268.79,0,33,4.698970004
506.65,6.14,2,5,6,73.07,304.99,2,38,5.522878745
509.99,6.9,1,5,7,76.98,306.72,2,37,5.494850022
494.6,3.5,2,8,8,99.17,297.74,0,37,6.067019178
428.26,5.03,3,6,5,102.31,257.26,1,29,6.0
387.85,3.46,2,7,4,78.86,233.22,0,27,8.522878745
536.66,3.67,1,9,7,100.13,323.02,1,38,7.694004117
342.36,3.04,3,5,3,105.38,206.1,0,26,7.48148606
293.33,2.6,2,5,4,79.8,176.58,0,22,7.0
524.63,4.11,3,9,6,117.29,315.82,1,39,7.420216403
576.7,3.61,2,10,10,109.45,347.13,1,41,6.698970004
516.67,4.73,2,7,8,100.11,310.98,1,37,8.031517051
512.59,2.53,2,9,9,119.09,308.54,1,36,6.962573502
519.4,3.87,4,6,8,100.2,312.08,1,32,7.008773924
456.43,3.23,2,7,5,106.26,274.79,0,33,8.721246399
434.5,2.92,3,8,7,111.3,261.58,0,32,6.769551079
431.5,3.56,1,9,6,99.75,259.76,0,32,5.638272164
515.66,3.28,1,10,7,112.05,310.34,1,35,7.605548319
527.58,3.63,2,9,11,122.75,317.6,1,39,7.728158393
573.65,4.25,3,9,11,127.18,345.34,1,42,7.793174124
594.72,7.39,4,8,7,108.52,357.92,2,42,5.292429824
348.41,2.36,3,6,7,105.82,209.74,0,26,5.008773924
476.97,4.5,1,8,6,88.23,286.85,0,34,6.0
416.55,2.53,3,4,7,94.3,250.72,0,29,6.0
481.5,4.04,2,6,6,116.47,289.88,0,35,4.698970004
459.43,3.51,2,7,6,100.47,276.6,0,33,8.522878745
576.0,4.0,2,8,10,114.91,346.49,1,40,8.420216403
440.55,4.92,1,7,7,76.06,265.2,0,33,7.353596274
345.43,4.78,1,4,3,50.8,207.89,0,25,6.31930197
465.56,2.2,1,9,9,111.63,280.27,0,34,7.443697499
532.57,4.68,2,5,4,77.15,320.61,1,39,7.744727495
416.87,5.0,2,7,7,94.6,250.68,1,29,6.0
502.34,4.3,3,6,9,105.24,301.86,1,32,8.397940009
346.39,3.47,2,6,5,86.19,208.52,0,26,5.832682665
283.34,2.67,1,6,3,78.85,170.57,0,21,6.420216403
573.47,4.63,3,7,13,108.48,344.67,1,37,7.356547324
332.41,3.68,1,6,2,74.55,200.11,0,25,6.675717545
360.21,4.15,1,5,4,56.27,216.28,0,22,7.522878745
425.33,4.17,1,4,6,58.12,255.48,0,27,7.349984048
439.58,6.79,0,5,5,37.72,264.56,1,32,5.511449283
500.92,5.45,1,9,10,117.23,301.29,2,35,9.27572413
586.69,5.28,2,9,10,119.84,353.19,2,43,7.718966633
595.1,6.65,1,8,10,97.56,357.92,2,41,3.698970004
441.27,4.74,2,6,4,97.11,265.09,0,30,6.958607315
513.59,4.45,2,6,4,74.49,309.15,1,36,7.537602002
469.55,3.77,3,7,9,97.4,282.66,0,35,8.251811973
468.36,3.96,2,6,6,79.38,281.38,0,30,7.13076828
406.54,2.87,1,8,5,75.0,244.73,0,30,6.096910013
292.32,3.51,2,4,2,63.83,175.97,0,22,3.522878745
640.76,3.84,5,6,21,174.37,385.76,1,44,5.455931956
347.78,4.19,1,5,6,56.27,209.09,0,24,4.795880017
465.31,4.21,2,6,5,96.27,279.55,0,30,6.102372909
576.71,5.65,4,8,10,114.52,347.17,2,43,7.102372909
339.38,2.82,2,5,2,84.08,204.26,0,24,7.096910013
441.49,3.86,1,6,4,97.31,265.77,0,33,5.0
482.59,4.82,0,7,7,76.38,290.51,0,36,6.0
493.37,5.07,1,7,6,68.74,296.45,1,33,7.301029996
506.99,3.67,1,8,8,93.65,304.89,1,34,7.619788758
430.9,5.89,3,5,5,91.83,259.11,1,31,6.756961951
512.66,5.4,0,8,9,68.54,308.61,2,38,8.799970733
428.49,2.33,4,9,9,136.03,257.96,0,31,5.91721463
340.43,5.36,1,4,3,50.7,204.92,1,26,6.387216143
499.62,4.7,0,9,8,80.9,300.76,0,37,6.799998135
283.3,4.06,0,3,3,31.35,170.54,0,21,4.698970004
362.43,4.64,3,3,5,72.8,218.17,0,27,5.124360063
327.38,3.96,1,4,3,54.88,197.04,0,23,7.142607189
434.3,5.78,3,4,4,78.94,260.88,1,28,5.0
285.11,2.29,3,3,3,95.86,171.69,0,18,2.397940009
359.39,4.07,3,5,5,79.46,216.34,0,27,4.193820026
502.58,4.34,2,9,11,114.63,302.55,1,37,7.327902142
462.43,2.78,3,7,6,118.39,278.41,0,33,8.397940009
585.73,4.37,1,9,12,123.19,352.57,1,41,7.060480747
361.45,4.8,2,5,8,79.8,217.58,0,27,4.0
580.09,7.09,1,8,9,89.47,348.92,2,42,5.0
310.36,2.33,3,6,3,97.19,186.83,0,23,6.37675071
398.34,4.79,1,5,4,68.52,239.82,0,29,5.292429824
807.24,4.0,2,16,16,214.49,485.66,2,56,7.229147988
866.01,7.25,2,12,13,146.53,521.3,3,62,6.0
435.44,3.28,1,9,8,109.62,262.14,0,32,8.698970004
385.48,3.03,2,7,5,70.9,232.05,0,29,5.0
539.43,3.04,2,8,10,109.34,324.18,1,35,9.090016305
457.54,4.87,2,8,6,110.76,275.44,0,34,4.638272164
561.55,4.65,2,8,8,124.32,338.06,1,41,6.0
491.45,3.19,3,7,6,113.6,295.88,0,35,9.22184875
429.43,5.11,1,5,4,64.74,258.52,1,32,8.13667714
519.57,4.44,2,10,8,133.36,312.78,1,39,7.683610249
603.77,6.03,2,7,6,93.7,363.45,2,45,7.552841969
441.27,4.74,2,6,4,97.11,265.09,0,30,6.721246399
325.37,2.67,1,7,6,88.08,195.88,0,24,4.835647144
391.52,3.13,2,7,7,69.21,235.69,0,29,8.250031916
582.71,5.73,2,8,8,100.96,350.78,2,43,7.725842151
347.35,2.14,4,7,4,138.68,209.07,0,24,7.13076828
538.57,5.13,2,5,6,83.56,324.23,2,39,8.920818754
583.44,4.67,3,9,8,140.38,350.68,1,38,5.070581074
416.44,5.08,2,6,6,94.6,250.69,1,31,5.0
366.24,4.09,1,3,6,49.77,219.91,0,24,5.0
418.88,4.69,2,7,6,94.6,251.89,0,29,6.045757491
295.41,3.25,2,2,4,50.41,177.78,0,21,6.455931956
287.75,3.8,1,4,3,47.04,172.94,0,20,6.919987153
282.39,4.42,1,3,1,67.81,169.98,0,21,3.337242168
438.58,2.9,1,8,9,81.67,264.02,0,32,6.031517051
474.57,2.64,2,6,6,93.8,285.69,0,35,7.327902142
567.66,5.37,2,7,7,76.63,341.74,2,41,8.522878745
744.85,8.2,2,10,10,109.15,448.39,2,55,6.0
355.4,3.86,1,4,2,52.65,213.93,0,27,4.301029996
597.63,3.13,4,6,10,145.27,359.74,1,41,7.045757491
472.57,4.12,1,8,5,75.0,284.49,0,35,5.0
553.04,4.33,1,9,10,116.44,332.6,1,38,5.301029996
426.95,4.03,2,7,6,104.87,256.74,0,30,5.0
311.39,4.39,0,5,4,51.39,187.45,0,23,7.075720714
518.01,4.39,2,9,9,107.07,311.57,1,36,5.096910013
491.88,2.81,3,8,6,120.7,295.85,0,34,7.665546249
517.36,4.1,4,6,9,117.27,310.9,1,33,8.698970004
508.0,5.19,4,8,7,108.4,305.49,2,35,5.0
594.16,4.09,1,10,12,92.01,357.4,1,42,8.659952682
459.51,5.07,2,7,7,97.84,276.62,1,34,5.0
363.45,4.15,1,7,5,64.33,218.74,0,26,6.506193538
553.67,4.5,2,9,9,104.62,333.3,1,41,7.721246399
462.34,4.31,1,6,4,79.82,277.77,0,31,5.03574037
587.68,5.08,2,9,8,104.62,353.77,2,44,9.698970004
781.8,-0.27,8,10,8,284.89,470.69,2,54,4.0
588.52,5.73,2,8,7,76.63,353.74,2,39,7.416801226
566.71,3.74,1,7,8,88.15,341.15,1,42,7.384049948
480.9,4.76,2,7,7,117.97,289.22,0,34,7.488116639
580.52,6.49,2,9,9,87.67,348.91,2,40,8.434152181
515.62,3.94,3,8,9,125.71,310.4,1,38,8.744727495
411.51,5.43,1,6,5,63.17,247.71,1,31,5.643974143
389.5,3.49,1,5,4,53.4,234.47,0,29,5.0
419.27,5.33,1,7,6,92.07,251.85,1,28,6.301029996
361.41,3.53,2,8,6,93.69,217.57,0,27,5.0
429.51,4.8,2,7,6,99.93,258.51,0,31,6.0
614.78,6.59,2,9,9,90.69,370.03,2,45,7.795880017
538.0,4.98,3,8,6,111.39,323.56,1,37,7.397940009
392.44,3.48,2,7,6,88.66,236.25,0,29,7.244125144
499.29,5.47,1,4,2,59.29,300.02,1,32,6.823908741
440.3,4.13,3,5,6,94.14,264.5,0,28,9.142667504
491.53,5.09,1,8,9,91.16,295.91,1,35,8.804100348
514.03,4.66,1,9,10,94.76,309.17,1,36,8.590066877
360.84,5.6,1,2,4,34.03,216.93,1,26,5.0
423.55,6.2,1,6,6,55.11,254.91,1,31,4.075720714
560.48,4.55,2,9,11,103.11,336.85,1,38,9.119186408
465.58,3.83,1,8,6,79.82,280.23,0,33,8.184953824
598.07,4.99,1,6,5,60.94,359.77,1,42,7.966576245
238.25,2.72,1,3,2,55.12,143.42,0,18,4.301029996
337.38,3.85,1,6,4,65.5,203.1,0,25,8.443697499
377.4,4.02,0,6,7,87.26,227.19,0,28,6.207608311
423.47,4.67,1,8,8,94.86,254.93,0,31,6.958607315
765.89,8.09,2,10,12,130.82,461.02,2,55,6.0
331.81,2.61,3,7,6,93.68,199.48,0,23,4.0
426.31,5.13,2,4,4,83.56,256.07,1,29,6.0
377.3,4.43,1,4,4,64.11,227.16,0,27,7.657577319
511.63,5.81,2,7,9,88.61,307.99,2,38,5.0
229.28,4.1,0,2,1,12.89,137.97,0,16,4.698970004
472.55,3.81,0,8,8,85.61,284.47,0,35,7.480040819
508.6,3.25,1,8,6,98.74,306.18,1,37,5.0
717.82,7.6,1,9,14,114.86,432.07,2,52,7.508638306
570.98,6.19,2,8,11,122.52,343.47,2,40,8.420216403
447.5,4.72,3,6,4,118.27,269.39,0,34,7.27572413
349.32,2.4,1,6,6,123.81,210.26,0,24,6.0
450.52,2.76,1,9,7,108.46,271.22,0,36,7.677780705
433.46,2.9,2,9,6,101.22,260.97,0,31,6.0
341.41,4.65,1,3,4,46.92,205.51,0,26,6.13076828
334.34,1.76,2,8,2,113.58,201.28,0,25,5.0
671.62,0.26,9,14,7,243.09,404.33,3,49,3.698970004
557.51,5.42,2,7,8,100.11,335.01,2,37,6.847711656
277.28,2.78,3,3,1,81.77,166.92,0,21,6.790484985
532.6,5.96,3,7,9,122.03,320.62,2,40,5.0
453.35,4.97,2,6,6,68.3,272.36,0,30,5.301029996
464.45,4.66,2,6,3,98.72,279.61,0,34,8.958607315
490.57,4.94,0,8,6,78.19,295.31,0,37,8.049976093
430.41,5.58,1,5,4,72.95,259.11,1,32,8.420216403
268.27,2.33,3,5,1,102.48,161.5,0,20,4.301029996
504.6,4.0,4,8,11,123.75,303.77,1,37,7.30980392
381.48,3.47,1,8,5,80.99,229.66,0,28,6.054531415
644.12,8.0,1,8,12,103.55,387.43,2,45,7.602059991
449.84,4.06,1,7,5,74.73,270.54,0,31,7.301029996
313.74,3.8,1,5,2,56.27,188.59,0,22,8.19314197
427.51,4.0,3,6,9,88.17,257.35,0,32,8.37675071
530.66,0.41,2,9,5,142.42,319.42,1,37,5.0
552.51,7.18,3,6,11,95.07,332.05,2,38,6.0
484.94,3.45,4,9,9,120.87,291.66,0,34,8.959793372
523.63,4.75,3,7,10,125.91,315.23,1,38,4.301029996
498.97,3.36,3,9,8,112.08,300.11,0,35,6.698970004
647.69,6.7,3,9,8,116.91,389.91,2,48,7.0
308.34,2.08,3,4,5,100.87,185.62,0,23,5.0
418.46,2.67,1,8,7,108.39,251.91,0,31,7.72010502
467.53,3.99,2,7,5,105.77,281.45,0,35,7.337242168
466.95,4.89,2,5,6,93.09,280.78,0,32,4.78968148
208.26,3.33,0,2,1,17.82,125.36,0,16,4.301029996
364.44,4.93,0,4,5,44.76,219.38,0,27,4.730487056
387.42,1.47,2,5,3,108.57,233.19,0,27,4.698970004
585.66,3.42,4,5,11,153.11,352.56,1,43,6.346787486
393.48,4.37,4,9,6,107.88,236.83,0,28,5.0
486.96,4.7,3,6,8,108.9,292.87,0,35,4.698970004
749.27,8.85,2,9,9,99.92,450.77,2,54,7.0
563.7,4.87,1,9,9,97.64,339.34,1,41,8.431798276
295.39,3.36,0,4,6,30.29,177.81,0,22,5.387216143
372.82,2.38,2,7,4,107.95,224.16,0,26,5.0
366.42,4.72,1,4,5,67.6,220.57,0,28,4.346787486
356.4,3.67,1,6,7,69.16,214.56,0,26,4.698970004
573.12,4.39,4,10,11,135.61,344.7,1,39,7.0
439.52,3.73,1,6,5,70.59,264.58,0,33,8.522878745
469.4,6.96,1,6,5,61.18,281.96,1,31,6.958607315
385.46,4.78,3,6,6,99.35,232.04,0,28,5.0
